0,1.45
10,1.46
20,1.45
30,1.44
40,1.43
50,1.42
60,1.42
70,1.4
80,1.41
90,1.39
100,1.39
110,1.38
120,1.38
131,1.39
141,1.37
151,1.36
161,1.36
171,1.31
181,1.36
191,1.35
201,1.36
211,1.35
221,1.35
231,1.35
241,1.34
251,1.33
261,1.33
271,1.33
281,1.33
291,1.33
301,1.33
311,1.33
321,1.32
331,1.32
341,1.27
351,1.32
361,1.31
371,1.31
381,1.27
391,1.31
401,1.31
411,1.3
421,1.3
431,1.3
441,1.3
451,1.3
461,1.29
471,1.3
481,1.3
491,1.29
501,1.3
511,1.29
521,1.29
531,1.3
541,1.29
551,1.28
561,1.29
571,1.28
581,1.28
591,1.28
601,1.28
611,1.27
621,1.25
631,1.28
641,1.28
651,1.26
661,1.27
671,1.27
681,1.25
691,1.26
701,1.26
711,1.25
721,1.26
731,1.21
741,1.25
751,1.25
761,1.25
771,1.25
781,1.25
791,1.25
801,1.25
811,1.24
821,1.25
831,1.24
841,1.25
851,1.24
861,1.24
871,1.24
881,1.23
891,1.23
901,1.23
911,1.22
921,1.24
931,1.22
941,1.22
951,1.22
961,1.23
971,1.22
981,1.21
991,1.22
1001,1.22
1011,1.22
1021,1.22
1031,1.21
1041,1.22
1051,1.22
1061,1.22
1071,1.21
1083,1.21
1096,1.21
1106,1.21
1116,1.21
1126,1.21
1136,1.21
1146,1.21
1156,1.2
1167,1.21
1177,1.2
1187,1.19
1197,1.2
1207,1.19
1217,1.2
1227,1.19
1237,1.19
1247,1.19
1257,1.19
1267,1.2
1277,1.19
1287,1.19
1297,1.2
1307,1.19
1317,1.19
1327,1.19
1337,1.18
1347,1.19
1357,1.18
1367,1.19
1377,1.19
1387,1.18
1397,1.18
1407,1.18
1417,1.17
1427,1.17
1437,1.17
1447,1.17
1457,1.18
1467,1.17
1477,1.17
1487,1.17
1497,1.16
1507,1.17
1517,1.17
1527,1.17
1537,1.12
1547,1.17
1557,1.16
1567,1.16
1577,1.16
1587,1.15
1597,1.15
1607,1.15
1617,1.15
1627,1.15
1637,1.16
1647,1.15
1657,1.15
1667,1.15
1677,1.15
1687,1.14
1697,1.14
1707,1.15
1717,1.14
1727,1.13
1737,1.14
1747,1.14
1757,1.08
1767,1.13
1777,1.13
1787,1.13
1797,1.12
1807,1.13
1817,1.13
1827,1.13
1837,1.12
1847,1.12
1857,1.12
1867,1.13
1877,1.11
1887,1.11
1897,1.11
1907,1.11
1917,1.11
1927,1.1
1937,1.08
1947,1.1
1957,1.1
1967,1.09
1977,1.1
1987,1.08
1997,1.09
2007,1.07
2017,1.03
2027,1.08
2037,1.06
2047,1.07
2057,1.01
2067,1.07
2077,1.08
2087,1.05
2097,1.05
2107,1.04
2117,1.04
2127,0.99
2137,0.98
2147,1.02
2157,1.02
2167,1.02
2177,1.01
2187,1.01
2197,1.01
2207,1
2217,0.99
2227,0.98
2237,0.97
2247,0.95
2257,0.96
2267,0.94
2277,0.92
2287,0.92
2297,0.9
2307,0.88
2317,0.84
2327,0.78
2337,0.49
