#2021-3-4_16:29:38
10,9,267,-10
10,11,272,-5
10,12,264,-6
9,10,273,-5
10,10,271,1
11,10,268,-7
9,8,272,-8
10,7,271,-5
9,13,266,-5
11,10,268,-10
10,9,271,-3
9,11,271,-5
10,9,268,-10
10,11,269,-2
10,12,269,-3
10,8,273,-6
9,9,271,-4
10,9,268,-8
49,8,270,-5
1,6,272,2
10,8,267,-5
9,10,270,-9
10,13,265,-2
11,10,267,-3
9,5,272,-4
10,11,268,-1
10,12,266,-11
9,8,267,-2
11,9,267,-1
9,12,266,-10
10,10,265,-11
10,7,273,-3
10,10,270,-2
10,9,269,-8
9,11,269,-8
10,6,267,-3
11,10,269,0
9,10,265,-5
10,9,272,-8
10,9,273,-3
9,11,269,-3
11,14,266,-5
10,6,270,0
9,10,268,-5
10,12,268,-11
10,8,271,-4
10,8,270,-3
10,11,264,-9
9,7,271,-8
11,10,272,-5
10,11,268,-8
9,9,272,-5
10,12,267,-3
9,11,266,-8
11,13,268,1
10,9,270,-8
9,9,271,-4
21,8,271,-3
9,12,266,-7
10,10,270,-4
9,14,273,-3
11,14,266,-4
10,10,269,-8
9,6,271,-1
10,14,267,-1
11,11,266,-10
9,6,268,-2
10,8,269,-6
45,8,266,-4
4,8,275,1
10,8,268,-1
10,14,264,-6
10,10,268,-7
9,10,273,-1
10,11,266,-9
11,9,268,-6
9,12,266,-2
10,11,268,-6
10,10,269,-1
9,11,266,-5
11,11,270,-7
9,10,269,-4
10,15,265,-5
10,8,269,-7
10,10,272,-5
10,15,265,-8
10,12,268,-6
9,13,271,0
11,10,268,-5
9,8,271,-2
10,10,269,-11
10,8,272,-5
9,11,266,-9
11,11,268,-6
10,9,270,-5
9,13,268,-1
10,12,266,-10
10,11,267,-9
10,11,272,-3
10,13,269,-5
9,9,270,-5
11,9,269,1
10,9,269,-7
9,13,267,-9
10,9,271,-7
9,11,268,-3
11,12,267,-8
10,10,272,-7
9,11,268,-2
10,10,270,-5
11,7,273,-5
9,11,268,-1
10,9,269,-10
9,9,270,-5
11,12,265,-3
10,9,269,-10
9,10,272,-9
10,13,265,-6
45,9,267,-6
4,8,268,-9
11,8,270,0
9,8,271,-7
10,8,272,-9
10,14,265,-6
10,11,269,-8
10,10,270,-2
9,8,269,-7
10,8,272,-10
10,6,270,-4
10,12,267,-1
10,7,269,-7
10,7,273,-5
9,14,264,-8
11,9,267,-9
9,9,271,-2
10,13,270,-2
10,10,270,-7
10,9,270,-1
10,14,265,-4
10,9,270,-9
9,6,269,0
10,11,272,-9
10,10,270,-10
10,7,271,-4
10,10,267,-4
9,10,270,-10
11,12,270,-6
10,13,266,-2
9,8,271,-4
10,7,272,2
10,10,267,-5
10,12,265,-7
10,9,271,-3
9,10,269,-7
10,8,268,-10
11,13,265,-4
9,10,270,-10
10,10,273,-3
9,11,270,-2
11,9,271,-8
10,10,271,-2
9,13,266,-4
10,9,271,-3
11,9,271,-5
9,13,266,-4
10,5,271,-6
9,9,270,-2
10,10,268,-11
46,9,267,-8
4,5,271,0
10,10,271,-5
9,9,271,-9
10,12,266,-5
11,13,264,-7
9,8,272,-6
10,12,270,-2
10,9,272,-11
9,12,269,-3
11,12,265,-5
9,5,271,-6
10,6,269,-2
10,11,267,-8
10,9,267,-7
10,10,270,-3
10,14,264,-10
9,10,271,-5
11,12,272,-1
10,11,266,-5
9,11,272,-1
10,9,269,-3
9,9,268,-7
11,8,272,-4
10,12,268,-5
9,12,267,-12
10,7,267,-1
10,10,265,-8
10,10,272,-11
10,14,264,-7
9,11,267,-11
11,12,267,-4
10,10,269,-8
9,11,269,-4
10,10,269,-7
10,10,271,-7
10,12,265,-2
10,9,268,-7
9,5,274,-10
10,11,272,-6
11,9,267,-9
9,9,268,-10
10,10,273,-2
10,9,267,-8
10,7,270,-6
10,10,269,-5
9,10,268,-7
10,6,272,-1
10,12,264,-2
10,7,269,-7
46,9,266,-5
3,9,268,-8
10,10,271,-4
10,12,269,-5
10,5,275,-5
10,12,267,-2
10,12,263,-10
9,5,268,-2
10,12,267,-6
10,5,273,-6
10,13,271,-4
10,10,269,-7
9,11,267,-2
11,10,266,-10
10,7,272,-3
9,11,274,-1
10,10,269,-9
10,6,271,-7
10,13,267,-4
10,9,269,-5
9,5,271,-3
10,12,267,-5
11,10,267,-8
9,9,270,-3
10,10,267,-6
9,9,270,0
11,9,267,-6
10,9,270,-7
9,9,272,1
10,10,269,-7
11,8,268,-5
9,11,266,0
10,9,271,-5
9,9,275,-4
10,11,267,-6
11,9,270,-7
9,14,264,-4
10,9,269,-14
10,8,270,-4
10,8,269,-8
10,7,269,-5
9,11,267,-6
10,11,271,-7
11,12,273,-1
9,11,265,-6
10,8,270,-2
10,12,266,-3
9,11,269,-10
11,10,271,-1
9,15,265,-2
48,9,270,-1
2,10,266,-4
9,9,269,-13
11,9,273,-4
9,9,270,-7
10,10,275,-7
10,14,267,-5
9,9,271,-7
11,11,268,-1
10,7,271,-7
9,7,271,-1
10,11,266,-7
10,8,270,-9
10,12,270,-3
10,13,266,-6
9,10,271,-4
11,11,270,-5
10,11,268,-11
9,14,269,-1
10,12,266,-8
9,9,269,-5
11,7,269,-3
10,11,266,-6
9,8,265,-9
10,6,271,-2
11,12,266,-7
9,8,271,-9
10,13,262,-10
9,10,271,-6
11,14,266,-8
10,9,270,-9
9,11,268,0
10,10,268,-6
10,10,271,-2
10,9,268,-2
10,8,268,-7
9,4,272,-10
10,8,271,-4
11,11,268,-9
9,10,274,-8
10,11,269,-5
10,10,270,-10
10,9,272,-2
10,11,266,-7
9,7,270,-5
10,10,268,-8
10,6,273,-5
10,13,266,-2
10,8,272,-3
10,10,269,-2
45,9,266,-7
4,10,271,1
10,12,266,-4
10,7,272,-9
10,10,270,0
9,7,273,-10
10,9,272,-8
11,10,269,-4
9,10,269,-8
10,7,271,-8
9,11,270,-5
11,11,267,-10
10,13,267,-3
9,12,268,-9
10,5,272,0
11,7,270,-6
9,9,273,-11
10,9,271,-4
9,9,268,-8
10,11,271,-4
11,12,268,-3
9,8,268,-12
10,10,270,-1
10,11,266,-13
10,8,270,-3
10,13,263,-3
9,8,270,-6
10,8,270,-2
11,11,267,-11
9,9,271,-8
10,13,267,-8
10,8,273,-6
9,11,268,-9
11,8,272,-5
9,14,267,-5
10,6,274,-7
10,10,269,-1
10,8,266,-11
10,6,272,-4
10,12,267,-8
9,11,269,-6
11,9,267,-6
9,7,269,-10
10,9,269,-8
10,11,268,-4
9,9,271,-4
11,10,271,-1
10,12,265,-7
9,8,274,-4
10,14,267,1
45,8,267,-8
5,12,270,-1
10,11,268,-10
9,10,271,-6
10,11,269,-3
9,9,269,-6
11,10,271,-6
10,10,267,-9
9,8,271,-6
10,13,266,-1
11,10,268,-6
9,5,269,2
10,9,269,-4
9,7,272,-10
11,8,272,-4
10,12,265,-9
9,8,272,-2
10,12,267,-7
11,10,272,0
9,11,269,-3
10,10,269,-10
9,12,268,-5
10,10,269,-8
11,9,272,-1
9,12,266,-8
10,6,272,1
10,13,267,-4
10,6,271,-6
10,9,270,-4
9,12,268,-9
10,10,269,-4
11,13,267,-6
9,8,272,-4
10,14,265,-2
10,8,271,-2
9,12,268,1
11,7,270,-8
9,9,271,-2
10,7,270,-10
10,10,270,-3
10,12,265,-4
10,8,272,-5
10,9,270,-4
9,9,267,-11
11,8,270,-6
9,10,269,-2
10,13,267,-5
10,10,268,-11
9,13,270,-1
11,13,266,-7
45,9,268,-6
4,11,267,-9
10,8,273,-7
9,14,266,-3
11,11,268,-6
10,12,267,-1
9,13,266,-3
10,9,270,-4
9,11,268,-2
11,10,266,-8
10,9,270,0
9,9,269,-8
10,9,268,-6
11,10,269,-2
9,8,271,-11
10,9,271,-4
9,8,269,-7
11,11,271,2
10,9,270,-4
9,10,270,-2
10,15,268,-6
10,9,270,-5
10,11,269,-3
10,8,272,-6
10,8,272,0
9,12,266,-7
11,12,267,-8
9,11,272,-8
10,13,264,-5
10,10,269,-7
10,12,269,1
10,9,268,-7
9,7,270,-2
10,11,268,-4
10,7,272,-1
10,11,264,-7
10,6,272,-4
10,13,266,-6
9,15,269,-9
11,11,265,-2
10,12,268,-7
9,5,273,-7
10,11,271,-4
10,12,268,-8
10,13,268,-1
10,9,270,-13
9,15,268,-5
10,9,268,-11
11,13,268,0
9,9,270,-5
50,9,266,-10
9,9,270,-1
11,12,269,-3
9,10,270,-10
10,14,266,-6
9,9,273,-6
10,13,270,-4
11,11,267,-7
9,9,269,0
10,11,267,-5
10,7,272,-2
10,11,269,-3
10,7,270,-8
9,8,272,-4
10,13,267,-6
11,10,269,-4
9,13,268,-2
10,11,270,-7
10,8,271,-1
9,13,266,-10
11,5,270,-7
9,11,267,-3
10,10,268,-9
10,12,269,0
10,9,269,-7
10,8,271,-6
10,12,267,-12
9,4,268,-1
11,13,267,-8
9,6,270,-6
10,11,268,-5
10,8,269,-9
9,13,268,-1
11,9,268,-7
10,10,269,-3
9,13,265,-13
10,7,273,-7
10,12,268,-9
10,9,271,0
10,8,269,-5
9,5,272,-3
11,8,268,-3
10,7,270,-9
9,8,271,1
10,10,270,-10
9,8,270,-8
11,12,268,-5
10,12,266,-10
9,6,273,-5
10,14,265,-3
49,9,271,-8
1,9,265,-3
10,12,268,-6
9,10,270,-7
10,10,270,-2
10,15,266,-9
10,12,268,-8
10,10,271,-5
9,10,265,-6
10,9,273,-7
11,10,269,-1
9,15,265,-8
10,7,269,-5
10,10,270,-1
10,8,268,-9
10,7,270,0
9,8,267,-7
10,7,268,-11
10,10,266,-4
10,9,271,-10
10,12,269,-2
10,12,267,-9
9,8,272,-7
11,15,267,-6
9,9,269,-6
10,11,267,-3
10,12,267,-10
10,8,271,-4
10,10,265,-8
10,7,271,-5
9,13,266,-5
10,8,267,-9
10,12,269,-3
10,9,268,-13
10,11,271,-5
9,10,268,-9
11,8,271,-5
10,12,265,-4
9,10,268,-9
10,15,269,0
11,9,270,-7
9,7,271,-2
10,8,269,-2
9,9,267,-12
10,7,273,-5
11,14,265,-4
9,8,273,-5
10,10,271,-1
10,9,266,-12
10,10,271,-4
46,9,266,-5
3,12,271,-9
10,8,273,-1
10,11,268,-4
9,10,271,-6
11,15,267,-3
9,9,269,-6
10,12,269,-1
10,11,267,-12
10,9,270,-3
10,11,267,-8
10,8,269,-4
9,14,264,-8
11,10,270,-5
9,15,267,-2
10,11,268,-6
10,12,267,-6
9,9,269,-9
11,9,271,1
10,11,270,-5
9,9,272,-5
10,14,267,-6
10,8,266,-5
10,8,269,2
10,11,267,-5
9,9,269,-7
11,7,269,-3
10,11,267,-6
9,9,272,-5
10,12,270,-3
9,11,269,-10
11,9,272,-6
10,13,266,-2
9,9,267,-6
10,10,270,-4
11,13,269,-4
9,14,267,-7
10,6,270,-2
9,11,266,-1
11,12,268,-10
10,8,271,-6
9,11,267,-5
10,8,268,-7
11,7,271,-2
9,9,268,-6
10,9,270,-6
9,7,273,-4
10,9,272,-6
11,5,271,-5
9,9,270,-4
46,9,266,-6
3,12,268,-11
10,9,272,-2
11,13,264,-5
9,7,272,-7
10,8,269,-3
10,10,268,-11
9,3,272,-3
11,13,266,-4
9,14,265,-6
10,7,273,-6
10,10,268,-7
10,9,270,-10
10,13,270,-2
10,13,267,-7
9,10,272,-2
11,13,268,-3
9,7,271,-5
10,5,271,1
10,10,269,-8
9,9,270,-4
11,12,267,-3
10,8,267,-7
9,10,272,-2
10,10,266,-7
10,9,274,-8
10,11,266,-4
10,9,268,-8
9,7,271,2
11,8,270,-6
10,9,272,-12
9,12,267,-7
10,11,266,-8
9,8,272,-5
11,12,266,-3
10,9,271,-10
9,11,271,-4
10,12,268,-8
11,8,269,0
9,9,269,-4
10,9,273,-5
9,12,268,-2
11,9,271,-9
10,9,270,-2
9,12,266,-5
10,7,274,-5
10,10,270,-2
10,11,266,-12
10,7,270,-4
9,12,267,-6
46,10,266,-6
4,8,269,-2
10,10,264,-5
10,7,271,-3
9,9,271,-6
10,13,270,-7
10,8,273,-1
10,10,266,-13
10,6,273,-5
10,12,264,-5
9,10,273,-9
11,12,267,-3
9,9,271,-11
10,10,272,1
10,8,270,-10
10,9,269,-5
10,12,268,-1
10,8,270,-10
9,4,272,0
10,9,273,-7
11,8,273,-8
9,12,265,-9
10,7,273,-1
9,9,269,-9
11,9,271,-4
10,13,267,-7
9,9,271,-10
10,11,270,-5
11,9,269,-7
9,8,271,1
10,11,267,-10
9,7,271,-4
10,11,268,-6
11,11,271,-5
9,7,272,2
10,7,270,-7
10,8,272,-6
10,12,267,-8
10,11,267,-7
9,14,267,-4
10,9,268,-11
11,7,272,-4
9,11,267,-6
10,8,269,-6
10,12,267,-1
9,11,266,-4
11,10,269,0
9,10,270,-3
10,10,268,-9
10,9,274,-1
46,8,267,-5
4,9,273,-2
9,9,269,-8
10,8,267,-4
10,12,266,-3
9,9,269,-10
11,9,269,-3
10,12,269,-2
9,12,267,-12
10,9,269,-6
10,10,268,-2
10,10,274,-3
10,13,269,0
9,11,269,-7
11,10,270,-7
10,12,265,-4
9,6,271,-1
10,12,266,-1
9,9,270,-11
11,9,270,-4
10,10,266,-6
9,7,269,-8
10,12,271,-3
11,12,266,-6
9,9,273,-5
10,11,270,2
9,10,271,-6
11,8,268,-2
10,14,264,-7
9,5,272,-3
10,9,268,-4
10,7,270,-6
10,11,272,-3
10,12,266,-9
9,11,272,0
10,11,267,-2
11,10,271,-5
9,11,270,-2
10,8,273,-7
10,9,271,1
10,10,269,-11
10,10,271,0
9,10,266,-3
10,7,271,-4
10,8,269,-3
10,12,264,-7
10,7,269,-11
10,11,270,-2
9,7,271,-7
11,7,274,-3
48,8,267,-6
1,9,265,-3
10,9,271,-9
9,9,270,-4
10,10,264,-6
10,8,268,-8
10,7,273,-3
10,11,270,-2
9,11,267,-6
11,5,270,-2
10,12,267,-2
9,7,271,-9
10,9,270,-3
10,12,267,-11
10,7,273,-5
10,12,265,-7
9,9,272,-1
10,11,270,-2
11,8,270,-8
9,9,269,-5
10,13,268,-11
9,6,269,-6
11,8,269,-4
10,10,269,-9
9,6,272,-4
10,14,265,-10
11,9,271,-7
9,13,264,-6
10,9,266,-8
9,12,268,-3
10,13,268,-6
11,8,271,-11
9,11,270,-1
10,11,267,-7
10,7,271,-3
10,12,268,-5
10,10,270,-9
10,7,272,-7
9,12,266,-6
11,9,269,-8
9,8,270,-1
10,9,268,-12
10,7,273,-5
9,10,268,-4
11,8,272,-12
10,11,269,-5
9,12,267,-7
10,8,271,-2
10,11,266,-7
10,8,271,-1
46,9,267,-6
3,7,271,-7
10,10,267,0
9,10,269,-6
11,7,270,-1
10,12,265,-6
9,6,271,-6
10,10,270,-3
11,10,270,-8
9,9,274,-8
10,13,266,-5
9,10,270,-10
11,11,267,-5
10,10,268,-9
9,15,267,-3
10,10,271,-10
10,9,272,-2
10,9,272,-6
10,8,273,-6
9,12,268,-5
10,10,269,-9
11,14,267,-1
9,11,265,-7
10,8,270,-4
10,7,269,-8
10,8,272,-9
10,14,264,-11
9,10,274,-5
10,9,266,-15
10,8,272,-6
10,12,265,-10
10,11,269,-7
10,14,269,-2
9,11,271,-3
11,9,269,0
9,9,272,-5
10,8,272,0
10,7,271,-7
10,8,269,-6
10,12,264,-8
10,8,271,-3
9,13,269,-2
10,8,270,-6
10,11,267,1
10,8,271,-8
10,8,269,-5
9,12,266,-11
11,9,272,-9
10,14,264,-5
9,9,272,-1
46,9,267,-3
3,10,267,-9
10,12,270,-4
11,12,265,-10
9,9,269,-3
10,13,268,-8
9,7,270,-4
11,11,268,-3
10,8,269,-9
9,13,264,-2
10,7,269,-7
11,11,270,-2
9,11,266,-8
10,8,272,-2
9,12,267,-6
10,10,268,-15
11,9,269,-2
9,11,269,-5
10,6,271,-10
10,7,271,-3
10,9,265,-6
10,10,273,-5
9,11,272,-3
10,9,267,-7
11,10,269,-6
9,13,264,-4
10,12,267,-13
10,17,263,-2
9,9,267,-9
11,12,267,0
9,9,272,-7
10,10,272,0
10,11,267,-6
10,11,268,-7
10,11,267,-2
10,9,268,-7
9,6,271,1
11,9,272,-4
9,9,271,-9
10,10,268,-5
10,12,266,-7
9,12,272,0
11,9,268,-5
10,8,275,-6
9,11,269,-3
10,9,267,-9
10,7,268,-1
10,8,267,-7
10,8,272,-1
9,14,265,-2
46,8,267,-4
3,7,268,-2
11,13,266,-6
10,10,268,-6
9,11,273,-1
10,9,269,-10
11,8,272,-3
9,10,268,-12
10,9,272,-7
10,13,267,-4
10,10,270,-4
10,9,273,0
9,10,267,-4
10,11,267,-8
11,10,269,-3
9,12,265,-4
10,9,269,-7
10,11,269,-3
9,14,268,-6
11,7,272,-6
9,12,269,-2
10,11,272,-4
10,12,269,-4
10,10,269,-8
10,10,270,-3
10,13,267,-3
9,8,269,-3
11,11,268,0
9,7,272,-6
10,9,267,-9
10,12,267,-4
9,10,268,-9
11,9,272,1
10,10,269,-5
9,7,276,-6
10,12,270,0
10,9,269,-5
10,6,271,-1
10,15,265,-4
9,9,270,-7
11,12,267,-5
10,14,264,-9
9,8,271,-4
10,12,269,-4
9,11,268,-7
11,8,272,-4
10,15,268,-2
9,9,267,-4
10,9,270,-4
11,12,270,-2
46,8,267,-5
3,15,265,-2
9,8,270,-4
10,12,268,-3
10,12,266,-12
10,6,268,-2
10,11,265,-2
9,8,271,-8
10,10,271,-4
11,12,266,-11
9,5,273,-8
10,10,269,-7
10,7,271,-8
10,12,267,-2
10,9,268,-9
9,7,268,-6
10,10,268,-4
10,10,268,-9
10,7,271,-4
10,12,268,-8
10,9,270,-8
9,8,272,-4
11,12,264,-6
9,10,270,-4
10,14,266,-2
10,9,271,-8
10,9,270,-2
10,11,267,-6
10,12,268,-9
9,9,269,1
10,9,270,-6
10,9,269,-5
10,9,269,-7
10,12,266,-5
9,9,270,1
11,8,268,-7
10,6,273,-2
9,13,267,-2
10,12,268,-8
10,6,267,-2
10,11,270,-7
10,13,271,-1
9,12,267,-2
10,6,271,-7
11,9,268,-6
9,11,267,-10
10,8,270,-3
9,14,268,-7
11,7,273,-5
10,10,270,-2
48,8,266,-6
1,5,269,-9
9,8,270,-6
10,10,269,-3
11,11,268,-12
9,12,270,-6
10,12,266,-9
10,9,271,1
10,10,268,-2
10,4,272,-1
9,12,267,-4
10,8,268,-10
11,10,266,-6
9,10,266,-11
10,10,275,-5
10,12,269,0
9,9,273,-4
11,9,268,0
9,9,269,-8
10,10,270,-6
10,10,269,1
10,8,267,-8
10,7,271,-9
10,14,266,-8
9,9,271,-7
11,14,265,-5
10,11,268,-7
9,13,269,1
10,8,269,-7
9,8,270,0
11,7,273,-11
10,9,271,-6
9,11,267,-6
10,10,269,-4
11,13,266,-2
9,8,269,-5
10,7,271,2
9,12,269,-5
11,10,271,-9
10,13,261,-8
9,8,268,-6
10,15,270,-3
10,10,272,-8
10,13,268,1
10,9,270,-3
9,10,269,0
10,5,273,-8
11,11,270,-4
9,10,268,-10
10,9,269,-3
46,9,267,-6
3,11,270,-1
10,10,268,-11
10,12,268,1
10,10,269,-7
10,10,273,0
9,14,269,-5
11,9,273,-4
9,13,265,-3
10,8,268,-4
10,12,268,-3
10,10,268,-11
10,10,269,-4
10,8,265,-7
9,11,266,-2
10,9,267,-8
10,12,270,-2
10,12,269,-8
10,8,273,-6
9,13,269,-6
11,11,270,-6
10,12,268,-1
9,10,267,-7
10,7,274,0
10,8,269,-9
10,5,271,-4
10,12,266,-5
9,8,270,-9
10,12,269,-5
11,11,266,-10
9,11,269,-7
10,10,267,-8
9,9,269,-2
11,12,266,-8
10,7,273,-7
9,8,268,-8
10,7,274,-8
11,11,268,-9
9,10,270,-8
10,14,268,-1
9,12,266,-9
10,10,268,0
11,10,269,-9
9,5,273,-10
10,13,265,-9
10,10,267,-9
10,14,264,-5
10,8,268,-10
9,12,266,0
10,9,267,-5
52,8,265,-1
8,13,268,3
9,11,270,-6
10,12,266,-1
10,8,268,-9
10,11,270,-2
10,8,271,-6
10,8,271,-3
9,15,264,-8
11,8,270,-6
9,12,268,-3
10,15,265,-8
10,10,266,-4
9,11,267,-5
11,8,270,-8
10,12,269,-2
9,9,270,-9
10,14,268,-1
11,12,265,-10
9,8,270,-3
10,7,271,0
9,9,267,-5
11,11,270,-10
10,11,271,-4
9,7,270,-8
10,8,271,-6
10,9,269,0
10,10,271,-6
10,8,273,-2
9,9,273,-6
10,11,263,-6
11,8,270,-5
9,11,271,-3
10,10,269,-11
10,9,272,-6
10,12,266,-3
10,10,268,-8
9,8,270,-1
10,12,265,-8
10,7,272,-6
10,10,270,-3
10,10,266,-7
10,8,270,-1
9,15,264,-8
11,10,268,-4
9,14,269,0
10,9,268,-6
10,9,270,-2
10,11,266,-5
10,10,270,-1
46,8,267,-5
3,10,268,-3
10,13,265,-3
9,10,268,-8
11,9,272,-1
10,6,270,-9
9,9,272,-2
10,9,267,-8
10,13,272,-5
10,12,266,-11
10,6,271,-5
9,12,263,-8
10,10,272,-2
11,15,266,-8
9,10,270,-2
10,15,265,-5
9,7,271,-3
11,11,269,-1
10,7,273,-3
9,11,268,-6
10,5,271,-5
11,13,269,-3
9,10,266,-7
10,9,270,0
9,10,270,-8
10,8,270,-6
11,11,270,1
9,6,273,-8
10,14,269,-1
10,10,269,-12
10,14,270,-1
10,6,273,-11
9,11,266,-5
10,10,273,-5
11,13,268,-2
9,6,270,-4
10,12,266,-3
10,8,270,-8
9,8,270,-2
11,12,268,-9
9,6,269,-11
10,14,265,-3
10,8,270,-9
10,14,267,2
10,9,270,-10
10,9,268,-4
9,10,272,-8
11,10,272,-4
9,11,265,-4
10,10,272,-6
46,8,268,-6
3,9,268,-5
10,13,266,-8
10,10,271,-3
10,15,266,2
10,9,269,-3
9,10,270,-3
11,7,272,-9
10,10,270,0
9,9,269,-8
10,10,270,-1
9,13,265,-6
11,6,269,-3
10,13,268,1
9,7,270,-1
10,11,268,-3
11,5,272,-6
9,11,269,-4
10,9,268,-8
9,11,270,0
11,8,272,-12
10,8,269,-6
9,11,270,-4
10,8,270,-7
11,10,270,1
9,8,269,-10
10,10,269,-4
10,11,272,-3
9,8,268,-8
11,9,269,-3
9,12,266,-8
10,9,270,-11
10,13,267,-2
10,9,267,-7
10,9,271,-2
10,12,267,-4
9,10,271,-7
11,12,269,1
9,10,267,-6
10,8,269,-4
10,11,268,-3
9,7,271,-10
11,11,268,-6
10,13,267,-10
9,10,273,-4
10,10,265,-6
10,9,272,-1
10,16,267,-6
10,10,272,-11
9,14,268,-1
49,10,267,-7
0,9,268,-5
11,14,264,-10
10,7,271,-6
9,12,269,-1
10,10,267,-11
11,7,271,-3
9,12,266,-9
10,8,271,-6
9,13,269,2
11,8,270,-5
10,8,272,-2
9,11,269,-3
10,8,272,-6
10,11,269,-3
10,13,265,-7
10,9,270,-3
9,12,267,-6
10,8,271,-8
11,12,267,-2
9,8,270,-8
10,13,269,-2
10,6,271,-10
10,12,269,-3
10,9,269,-13
9,13,266,-4
10,8,272,-7
10,14,267,-1
10,11,269,-11
10,9,270,0
10,8,269,-8
9,4,269,0
11,7,271,-7
9,9,269,-8
10,11,267,-6
10,9,270,-6
10,12,267,-6
10,11,266,-8
10,13,267,-6
9,10,270,-7
10,9,271,-5
10,7,272,-7
10,14,269,-1
10,11,268,-11
9,7,272,-2
11,10,268,-10
10,8,269,-3
9,13,265,-3
10,7,272,-6
10,9,274,-5
47,10,267,-7
3,6,275,0
9,10,268,-6
10,5,273,-4
9,10,268,-1
11,12,268,-9
10,11,272,0
9,9,268,-10
10,10,272,-4
11,12,268,-8
9,8,272,-6
10,11,269,-8
9,7,271,-3
10,11,267,-5
