time,x,y,z
297484,13,269,-5
297494,12,266,-12
297503,7,270,-10
297513,10,270,0
297524,13,268,-4
297533,13,268,-11
297543,14,262,-15
297552,4,272,-8
297563,5,273,0
297573,11,268,-5
297582,12,267,-13
297592,9,269,-17
297603,6,273,-3
297612,4,272,1
297622,11,267,-12
297632,9,271,-12
297641,9,272,-5
297652,15,264,-2
297661,11,263,-10
297671,8,273,-7
297681,4,276,-3
297691,13,272,1
297701,11,265,-3
297711,9,269,-14
297720,10,270,-8
297731,6,271,0
297740,9,269,-2
297750,13,263,-3
297760,13,264,-13
297769,12,265,-13
297780,8,271,-9
297790,3,276,-2
297799,13,267,-2
297809,10,268,-7
297820,15,263,-14
297829,10,270,-9
297839,3,274,-5
297848,10,269,-1
297859,14,264,-3
297869,14,262,-12
297878,10,270,-11
297888,5,275,-2
297938,8,261,-7
297948,3,271,-2
297957,6,269,1
297967,13,267,-2
297977,13,264,-7
297987,15,262,-12
297997,7,269,-10
298007,10,270,-8
298016,12,268,3
298027,14,268,0
298036,10,267,-5
298046,13,263,-1
298056,12,264,-12
298065,13,264,-8
298076,8,269,-11
298086,6,274,-10
298095,9,272,-6
298105,12,268,-3
298115,7,273,1
298125,10,270,-5
298135,14,263,-14
298144,8,272,-9
298155,4,272,-6
298165,8,271,-1
298174,15,264,-1
298184,15,265,-9
298193,9,268,-15
298204,5,273,-15
298214,5,273,-6
298223,8,272,-4
298233,14,268,-1
298244,16,264,-3
298253,15,263,-13
298263,8,270,-12
298273,6,270,-6
298283,9,270,0
298293,11,267,-7
298302,13,266,-11
298312,10,269,-12
298322,5,273,-3
298332,11,273,0
298342,9,267,-5
298352,14,262,-14
298361,11,267,-13
298372,7,269,-12
298381,6,272,-6
298391,12,267,1
298401,11,264,-4
298411,13,265,-5
298421,13,264,-13
298469,9,267,-5
298470,10,264,2
298480,10,268,-11
298489,13,263,-11
298500,9,269,-14
298510,6,270,-2
298519,5,273,-3
298529,8,273,1
298540,11,268,-2
298549,12,267,-15
298559,12,262,-14
298568,8,270,-12
298578,5,273,-1
298589,7,272,2
298598,11,267,-5
298608,13,265,-3
298618,12,268,-12
298628,7,270,-14
298638,7,269,-1
298648,9,270,1
298657,10,263,-5
298668,16,260,-9
298677,16,262,-15
298687,5,272,-6
298697,7,271,-1
298706,12,274,2
298717,11,267,-5
298727,15,266,-9
298736,12,264,-11
298746,9,269,-15
298756,7,273,-6
298766,9,269,-3
298776,11,267,1
298785,11,266,-7
298796,14,265,-13
298806,13,264,-10
298815,4,273,-7
298825,4,274,-4
298834,9,272,2
298845,10,265,-4
298855,13,267,-3
298864,14,264,-11
298874,8,268,-14
298885,3,272,-1
298894,7,272,-1
298904,4,272,1
298914,13,265,-2
298924,10,264,-2
298934,12,264,-13
298943,11,264,-11
298991,9,267,-7
298993,9,268,-8
299002,15,268,-4
299013,12,263,-5
299022,11,266,-17
299032,6,270,-10
299042,11,272,1
299052,13,265,-1
299062,13,264,1
299072,9,269,-8
299081,11,268,-11
299091,6,274,-6
299102,4,273,0
299111,11,267,-2
299121,12,264,-3
299130,13,262,-16
299141,9,269,-10
299151,8,271,-4
299160,13,269,2
299170,12,264,-3
299181,14,266,-11
299190,10,265,-13
299200,7,273,-2
299209,5,271,-3
299219,13,273,5
299230,10,267,-4
299239,12,265,-11
299249,6,271,-12
299259,6,269,-6
299269,11,270,0
299279,11,265,-6
299288,13,267,-8
299298,13,261,-9
299309,10,268,-12
299318,7,272,-3
299328,10,271,1
299338,12,264,-6
299347,14,262,-10
299358,9,268,-10
299368,11,270,-14
299377,8,273,-7
299387,5,274,-3
299397,8,273,3
299407,12,266,-4
299417,13,264,-5
299426,11,268,-13
299437,9,272,-12
299447,7,272,-6
299456,9,272,-2
299466,11,270,-2
299520,9,268,-7
299526,14,263,-8
299535,14,265,-9
299545,11,269,-12
299555,10,268,-6
299565,8,271,2
299575,10,271,-3
299584,12,268,4
299594,9,268,-7
299604,10,264,-10
299614,8,272,-9
299624,5,275,-8
299634,11,269,-1
299643,14,266,-3
299654,11,264,-7
299663,10,269,-12
299673,11,270,-13
299683,7,270,-6
299693,6,272,-4
299703,8,271,2
299713,10,269,-3
299722,14,266,0
299732,10,267,-6
299743,11,268,-8
299752,11,268,-13
299762,13,266,-11
299771,12,265,-12
299782,12,265,-8
299792,11,267,-11
299801,8,272,-11
299811,5,276,-2
299822,13,268,-4
299831,13,265,-4
299841,12,267,-7
299850,14,262,-6
299860,11,271,-14
299871,7,271,-10
299880,8,271,-8
299890,5,271,-1
299900,10,275,1
299910,12,267,-7
299920,15,262,-15
299929,9,273,-8
299939,5,272,-4
299950,13,266,-3
299959,14,263,-9
299969,6,272,-14
299979,7,274,-3
299988,9,273,-1
299999,15,265,-2
300049,14,269,-2
300058,10,263,-14
300067,7,272,-15
300078,6,271,-5
300088,8,274,4
300097,12,269,-5
300107,16,263,-4
300116,11,266,-13
300127,5,271,-2
300137,7,272,-2
300146,12,267,-2
300156,12,263,-10
300167,13,263,-12
300176,8,268,-8
300186,6,272,-1
300196,13,269,5
300206,13,267,-1
300216,13,265,0
300225,11,265,-6
300235,13,264,-8
300246,7,273,-9
300265,7,272,-11
300275,7,272,-4
300284,6,269,-1
300295,6,274,-2
300304,7,272,1
300314,13,264,-3
300324,15,261,-2
300334,12,265,-9
300344,12,262,-8
300354,11,270,-16
300363,8,271,-3
300374,13,271,2
300383,12,266,-3
300393,16,261,-8
300403,10,273,-14
300412,5,273,-6
300423,11,274,-1
300433,15,264,0
300442,9,268,-6
300452,11,267,-8
300463,11,269,-12
300472,12,270,-8
300482,3,276,-5
300491,10,274,1
300502,10,269,-1
300512,15,264,-2
300521,13,265,-7
300531,10,271,-14
300541,5,271,-7
300590,10,266,-6
300591,16,265,1
300600,10,266,-10
300610,8,269,-15
300620,2,274,-4
300630,9,272,1
300640,14,263,-2
300650,12,264,-8
300659,13,265,-17
300669,5,271,-7
300679,6,273,-6
300689,9,273,0
300699,10,268,-5
300708,15,264,-15
300719,8,268,-14
300729,6,271,-5
300738,11,272,4
300748,11,268,-4
300758,12,266,-6
300768,11,265,-13
300778,13,265,-9
300787,9,267,-15
300797,4,273,-9
300808,6,275,-1
300817,7,274,2
300827,11,266,-5
300837,15,263,-4
300847,10,264,-6
300857,11,268,-14
300866,7,271,-7
300876,4,272,-5
300887,8,273,1
300896,9,266,-4
300906,10,264,-10
300916,10,267,-15
300925,9,268,-13
300936,6,272,-13
300945,4,275,-5
300955,4,275,-2
300965,5,272,-1
300975,4,271,2
300985,11,270,-3
300995,13,265,0
301004,9,268,-6
301015,7,271,-8
301024,7,271,-4
301034,6,270,-1
301044,10,273,4
301053,11,268,-3
301064,16,262,-5
301112,8,267,-6
301113,7,269,-8
301123,9,268,0
301132,10,269,-2
301143,13,264,-7
301153,15,265,-12
301162,10,271,-11
301172,4,274,-2
301182,6,273,1
301192,10,266,-3
301202,16,260,-11
301211,12,264,-17
301221,6,270,-11
301232,6,274,1
301241,9,269,-1
301251,14,265,2
301261,9,266,-7
301271,12,265,-14
301281,7,270,-4
301291,12,270,-1
301300,15,266,0
301310,11,268,-8
301320,11,269,-14
301330,9,270,-12
301340,6,272,-7
301349,7,274,4
301360,12,269,-4
301370,11,266,-5
301379,9,266,-13
301389,7,273,0
301399,10,269,-5
301409,13,265,1
301419,11,267,-8
301428,10,267,-12
301438,3,271,-1
301449,7,272,-2
301458,14,268,0
301468,13,267,-5
301477,14,265,-8
301488,13,264,-12
301498,10,268,-10
301507,5,272,1
301517,10,271,-2
301528,14,272,1
301537,12,268,-1
301547,15,263,-3
301557,14,265,-3
301566,13,264,-12
301577,6,272,-13
301586,8,275,-14
301634,10,267,-8
301636,9,267,-7
301645,7,273,-5
301656,6,273,-7
301665,6,275,-1
301675,15,270,0
301685,11,265,-3
301694,16,265,-2
301705,14,266,-3
301715,13,264,-14
301724,12,267,-12
301734,15,261,-11
301744,12,265,-9
301754,7,270,-13
301764,6,276,-5
301773,4,274,-2
301784,11,271,1
301794,11,267,0
301803,10,269,-7
301813,14,265,-8
301824,14,264,-14
301833,9,269,-12
301843,12,267,-13
301852,6,271,-13
301862,4,273,-11
301873,5,272,0
301882,13,268,-6
301892,12,267,-13
301902,14,264,-15
301912,11,267,-15
301922,4,271,-3
301931,3,276,-2
301941,11,267,0
301952,9,269,-6
301961,11,266,-9
301971,11,267,-15
301981,10,267,-15
301990,6,270,-10
302001,6,274,-5
302011,10,273,5
302020,10,273,0
302030,11,268,-4
302040,13,269,-2
302050,14,265,-5
302060,16,262,-3
302069,13,264,-9
302080,9,270,-14
302090,8,270,-14
302099,6,274,-4
302109,5,273,0
302157,9,267,-6
302158,7,271,-2
302169,9,273,-1
302178,15,266,-5
302188,8,272,-10
302198,6,272,-7
302208,12,270,5
302218,11,270,0
302227,10,268,-9
302237,13,263,-10
302247,7,270,-7
302257,4,273,-5
302267,6,276,1
302277,12,269,-2
302286,16,269,-3
302297,14,264,-10
302306,12,266,-10
302316,8,272,-3
302326,6,273,0
302336,11,270,-1
302346,14,264,-10
302356,11,266,-11
302365,5,272,-10
302375,11,273,-6
302385,9,271,-1
302395,7,272,-2
302405,10,272,0
302414,14,266,-4
302425,15,268,-6
302435,11,269,-11
302444,12,265,-11
302454,10,267,-13
302465,12,268,-12
302474,5,271,-6
302484,8,268,-9
302493,4,273,-4
302503,9,272,4
302514,10,270,-2
302523,14,265,-4
302533,13,266,-6
302543,10,267,-12
302553,11,268,-12
302563,8,272,-9
302572,6,274,-5
302582,8,274,-1
302593,16,264,-1
302602,15,265,0
302612,8,268,-2
302622,7,270,-16
302631,8,273,-4
302682,13,269,-4
302691,11,268,-10
302701,10,269,-11
302710,7,272,-16
302721,6,272,-2
302731,10,269,3
302740,11,265,-4
302750,13,263,-8
302759,9,270,-5
302770,6,274,-3
302780,11,273,2
302789,8,270,-6
302799,14,263,-8
302810,10,266,-13
302819,7,269,-15
302829,5,270,-7
302839,4,272,-8
302849,3,271,1
302859,9,269,-2
302868,10,266,1
302878,11,267,-11
302888,8,268,-13
302898,4,275,-1
302908,11,274,3
302918,12,267,-10
302927,13,266,-6
302938,11,266,-12
302947,8,272,-8
302957,3,273,-3
302967,9,271,2
302977,12,268,-4
302987,15,267,0
302997,9,269,-9
303006,14,260,-13
303016,7,271,-13
303026,11,267,-13
303036,8,272,-7
303046,3,274,-8
303055,8,270,-3
303066,11,273,2
303076,10,268,-3
303085,15,262,-9
303095,15,265,-14
303106,10,269,-10
303115,10,269,-16
303125,13,267,-15
303134,9,269,-12
303144,6,272,-5
303155,3,275,-2
303164,9,270,-2
303212,8,268,-8
303213,7,272,-4
303223,14,267,-2
303234,15,264,-6
303243,9,270,-10
303253,7,272,-4
303263,12,269,2
303272,11,267,-3
303283,12,262,-9
303293,15,264,-15
303302,7,268,-8
303312,7,272,-10
303322,8,271,-2
303332,13,270,1
303342,11,267,0
303351,8,269,-5
303362,15,263,-4
303372,12,268,-10
303381,9,273,-10
303391,8,271,-3
303400,11,274,4
303411,11,268,-4
303421,14,265,-6
303430,12,266,-3
303440,12,263,-10
303451,12,267,-3
303460,16,264,-3
303470,16,261,-7
303479,16,259,-15
303490,16,261,-10
303500,12,270,-13
303509,4,273,-5
303519,4,274,-3
303529,15,267,0
303539,10,269,-7
303549,13,262,-6
303559,14,265,-7
303568,13,266,-10
303579,9,269,-14
303588,8,272,-11
303598,4,276,-4
303608,6,272,1
303618,10,270,1
303628,13,268,-2
303638,12,266,-9
303647,15,264,-11
303657,12,265,-11
303667,7,271,-16
303677,9,270,-7
303687,8,272,2
303735,9,268,-6
303736,10,268,4
303746,10,265,-6
303756,12,268,0
303766,9,270,-10
303775,8,270,-12
303785,4,270,-4
303796,5,274,-4
303805,9,272,-1
303815,13,267,4
303825,13,265,-5
303835,16,263,-3
303845,13,266,-2
303854,7,270,-7
303864,9,271,-14
303875,12,270,-14
303884,8,272,-2
303894,6,272,0
303904,12,268,-5
303913,16,263,-5
303924,14,263,-18
303933,10,270,-12
303943,3,276,-6
303953,8,270,-3
303963,8,271,2
303973,10,267,-1
303983,13,265,-5
303992,14,264,-11
304003,11,266,-15
304013,9,270,-11
304022,4,273,-2
304032,10,272,0
304041,14,266,-6
304052,16,265,-10
304062,9,269,-14
304071,9,269,-8
304081,8,271,-11
304092,11,270,-13
304101,4,275,-4
304111,6,274,-5
304120,11,273,5
304131,12,268,-3
304141,15,263,-7
304150,8,265,-13
304160,6,272,-11
304171,3,276,1
304180,11,272,-2
304190,12,264,-2
304199,14,263,-5
304209,14,264,-6
304258,9,266,-8
304259,10,268,-6
304269,7,274,-12
304279,7,272,-10
304288,8,272,-1
304299,5,273,0
304308,9,272,-4
304318,10,268,0
304328,11,267,-9
304337,14,265,-9
304348,14,265,-20
304358,10,262,-12
304367,13,264,-13
304377,8,271,-10
304387,11,267,-12
304397,11,270,-3
304407,5,272,-6
304416,5,274,-4
304427,6,272,-3
304437,4,275,-3
304446,12,270,3
304456,14,271,-1
304466,15,268,1
304476,10,268,-4
304486,15,263,-8
304495,15,263,-7
304505,13,264,-7
304516,14,264,-10
304525,12,265,-9
304535,6,273,-15
304545,8,271,-17
304555,5,273,-3
304565,6,272,-2
304574,10,271,-1
304584,14,269,5
304594,10,269,-5
304604,13,263,-12
304614,12,266,-12
304624,5,273,-4
304633,7,270,-5
304644,9,272,2
304654,11,269,-3
304663,16,265,-8
304673,13,262,-9
304683,12,265,-15
304693,6,274,-8
304703,7,273,-7
304712,4,274,1
304722,7,271,0
304733,11,268,-2
304781,9,268,-6
304782,9,268,-3
304791,15,262,-10
304801,8,271,-9
304812,7,271,-10
304821,7,270,-4
304831,10,270,2
304840,9,271,-2
304850,13,267,-1
304861,14,263,-2
304870,15,262,-10
304880,10,268,-9
304890,7,270,-11
304900,7,271,-7
304910,6,275,-4
304920,11,270,-2
304929,14,269,-2
304940,12,269,-1
304949,15,264,-3
304959,9,268,-12
304969,10,270,-13
304978,4,274,-5
304989,3,274,-2
304999,8,269,0
305008,11,269,-5
305018,15,265,-6
305028,11,266,-7
305038,12,267,-14
305048,6,272,-7
305057,5,274,-2
305068,12,268,0
305078,12,267,-1
305087,16,266,1
305097,11,267,-11
305106,14,266,-15
305117,3,273,-7
305127,7,271,-7
305136,7,274,-3
305146,10,271,1
305157,14,265,-4
305166,12,264,-10
305176,8,270,-10
305186,9,270,-8
305196,7,273,-5
305206,11,275,0
305215,10,269,-4
305225,15,262,-4
305235,10,269,-11
305245,3,275,-2
305255,11,271,-1
305305,9,266,-3
305314,16,265,-5
305324,9,267,-16
305334,7,270,-1
305344,10,271,3
305353,11,266,-10
305363,8,267,-12
305374,8,271,-8
305383,2,272,-3
305393,11,274,4
305402,12,265,-6
305413,12,265,-2
305423,14,264,-5
305432,13,263,-14
305442,8,269,-8
305453,5,272,-5
305462,14,270,2
305472,12,265,-4
305481,11,266,-11
305491,5,269,-4
305502,8,273,-5
305511,7,275,2
305521,13,269,-4
305531,12,267,-7
305541,15,265,-1
305551,13,267,-7
305561,15,263,-13
305570,11,270,-14
305581,7,271,-5
305590,4,275,-1
305600,16,261,-1
305610,14,264,-9
305619,5,273,-13
305630,7,273,-3
305640,10,272,1
305649,12,266,0
305659,10,267,-7
305669,13,267,-14
305679,8,273,-11
305689,8,275,0
305698,9,271,-3
305709,14,264,-10
305719,12,268,-11
305728,5,273,-12
305738,10,271,-4
305747,12,268,-1
305758,14,261,-13
305768,13,266,-15
305777,6,272,-4
305787,7,273,0
305836,9,266,-5
305837,9,265,-10
305847,9,269,-3
305856,13,265,1
305866,10,268,-11
305876,13,262,-16
305886,8,271,-6
305896,5,271,-5
305906,8,272,1
305915,13,267,-2
305926,11,267,-10
305935,9,266,-6
305945,7,269,-14
305955,8,269,-7
305965,5,273,-9
305975,10,272,0
305985,11,268,-1
305994,16,265,-5
306004,18,260,-8
306015,10,269,-15
306024,5,271,-4
306034,6,272,2
306043,10,269,-3
306054,14,271,4
306064,12,267,-7
306073,13,263,-9
306083,6,269,-7
306094,5,274,-3
306103,7,275,2
306113,10,267,-4
306122,14,266,0
306132,10,269,-8
306143,13,263,-13
306152,8,270,-9
306162,5,277,-6
306172,5,271,-2
306182,6,274,-3
306192,4,272,1
306201,12,266,-1
306211,14,265,0
306222,10,268,-10
306231,9,273,-16
306241,6,274,-7
306251,10,272,1
306260,12,263,-2
306271,12,262,-10
306281,9,267,-15
306290,4,276,-6
306300,5,271,1
306310,13,268,-1
306364,9,265,-7
306369,8,271,-3
306379,14,267,0
306388,11,267,-11
306399,13,265,-9
306409,8,269,-13
306418,12,268,-16
306428,9,272,-13
306439,3,273,-3
306448,6,273,-6
306458,12,271,0
306468,11,269,-1
306478,15,264,-7
306488,13,266,-11
306497,6,272,-7
306507,3,273,-4
306518,5,271,0
306527,12,269,-3
306537,16,265,0
306547,10,265,-8
306556,14,263,-9
306567,11,270,-17
306576,5,271,-6
306586,7,272,-2
306596,13,267,-5
306606,13,264,1
306616,11,267,-11
306626,14,266,-10
306635,7,273,-5
306646,7,275,-4
306655,13,273,-1
306665,15,266,-2
306675,10,267,-11
306684,9,267,-13
306695,13,267,-12
306705,7,270,-6
306714,7,273,-5
306724,6,273,0
306735,10,270,-4
306744,12,266,-5
306754,13,266,-14
306763,10,272,-14
306774,4,272,-5
306784,5,273,2
306793,10,268,0
306803,10,265,-7
306813,12,264,-17
306823,7,270,-15
306833,5,274,-3
306842,9,271,1
306891,9,265,-5
306892,11,272,-7
306902,16,263,-11
306912,13,262,-12
306922,8,272,-6
306931,7,272,0
306941,11,268,-5
306951,16,265,-6
306961,14,263,-7
306971,6,272,-8
306980,6,273,2
306991,10,269,-4
307001,14,263,-9
307010,4,271,-7
307020,7,272,3
307030,12,269,0
307040,10,267,-12
307050,13,266,-12
307059,6,269,-4
307069,4,271,-1
307080,16,259,-4
307089,12,265,-7
307099,15,261,-14
307108,10,268,-8
307119,4,272,-5
307129,8,273,4
307138,12,270,-3
307148,15,269,3
307159,12,268,-4
307168,12,263,-12
307178,11,268,-11
307188,6,270,-8
307197,14,271,0
307208,13,269,-2
307217,11,264,-12
307227,7,268,-6
307237,6,271,-1
307247,6,272,4
307257,10,270,-1
307267,15,265,2
307276,12,267,-3
307287,12,265,-16
307296,11,264,-12
307306,10,270,-12
307316,6,271,-10
307325,8,273,0
307336,9,270,-6
307346,14,265,-3
307355,15,266,-11
307365,8,269,-13
307414,9,268,-6
307415,13,267,-3
307425,11,269,3
307434,10,267,-4
307444,12,265,-12
307454,10,268,-15
307464,5,276,2
307474,12,269,-4
307483,12,267,0
307493,11,267,-10
307504,13,265,-9
307513,5,273,-5
307523,6,274,1
307533,12,265,-7
307543,15,262,-5
307553,9,269,-11
307563,6,273,-9
307572,8,276,1
307582,11,266,-4
307592,13,265,-12
307602,8,269,-8
307612,4,272,-5
307621,13,270,2
307632,10,266,-10
307642,8,268,-10
307651,10,269,-12
307661,9,269,-7
307671,7,272,-4
307681,15,270,2
307691,9,267,-6
307700,14,263,-9
307710,8,267,-13
307721,5,275,-8
307730,4,272,0
307740,11,270,-1
307750,15,265,1
307760,11,267,-10
307770,12,269,-10
307779,4,273,-2
307789,14,269,4
307800,11,266,-4
307809,12,267,-9
307819,7,271,-11
307829,5,274,-8
307838,10,270,1
307849,14,264,-4
307858,15,264,-9
307868,4,272,-8
307878,3,274,-3
307888,12,267,2
307939,10,264,1
307947,7,273,2
307957,11,269,-6
307966,11,270,-2
307977,11,271,1
307987,11,269,-2
307996,14,268,-3
308006,14,263,-7
308017,16,263,-10
308026,13,266,-10
308036,8,272,-11
308045,10,271,-14
308056,7,271,-7
308066,4,271,-5
308075,2,276,1
308085,10,270,0
308096,10,265,-5
308105,12,268,0
308115,10,266,-4
308124,13,264,-9
308134,13,264,-10
308145,9,268,-10
308154,6,273,-10
308164,6,272,-6
308174,6,272,0
308184,9,268,0
308194,11,269,0
308204,10,269,-6
308213,12,265,-9
308224,12,261,-13
308233,10,271,-16
308243,7,272,-8
308253,8,270,-1
308262,15,264,2
308273,9,268,-7
308283,5,271,-3
308292,4,275,-2
308302,11,266,-2
308312,10,267,-8
308322,10,270,-10
308332,7,275,-6
308341,8,271,-2
308352,10,272,-1
308362,16,263,-4
308371,10,269,-15
308381,8,273,-17
308390,10,275,-1
308401,10,274,1
308411,12,266,-3
308420,14,262,-8
308468,8,268,-7
308470,13,268,-4
308480,13,265,-8
308490,12,267,-13
308499,6,273,-12
308509,10,274,-5
308519,14,265,-2
308529,14,265,-6
308539,10,265,-9
308549,13,264,-14
308558,10,272,-6
308569,4,272,-3
308578,9,271,4
308588,8,268,-4
308598,10,265,-14
308608,8,274,-14
308618,6,269,-4
308628,14,265,-2
308637,12,265,-10
308647,11,273,-13
308658,8,272,-7
308667,7,274,0
308677,12,267,-3
308686,15,262,-1
308697,10,266,-12
308707,8,275,-10
308716,10,272,-1
308726,12,266,3
308737,11,265,-10
308746,11,268,-8
308756,10,273,-16
308765,7,273,-7
308775,6,273,-3
308786,12,271,4
308795,11,270,-1
308805,8,270,-12
308815,7,272,-15
308825,8,275,-5
308835,6,273,2
308845,10,267,-2
308854,12,266,-4
308865,9,265,-12
308874,10,272,-9
308884,2,274,-7
308894,8,273,3
308903,13,268,-2
308914,10,268,-12
308924,8,269,-14
308933,6,271,-6
308943,11,271,-2
308992,8,267,-4
308993,15,266,-5
309003,14,265,-4
309012,10,263,-8
309022,10,272,-15
309032,4,276,-8
309042,11,272,-2
309052,12,266,-3
309061,15,263,-10
309071,12,271,-13
309082,7,274,-10
309091,10,270,-2
309101,9,269,0
309111,10,268,-5
309121,14,264,1
309131,9,266,-13
309140,9,268,-12
309150,7,273,-9
309160,5,272,-5
309170,11,269,2
309180,10,269,-8
309190,13,264,-14
309199,10,271,-6
309210,5,270,-5
309219,10,272,4
309229,12,269,-4
309239,14,270,0
309249,10,266,-4
309259,15,262,-5
309269,11,266,-12
309278,7,271,-9
309288,7,274,-1
309299,7,271,1
309308,11,270,0
309318,13,267,-8
309327,14,269,-4
309338,13,266,-10
309348,7,269,-8
309357,5,270,0
309367,8,269,-1
309378,14,267,0
309387,11,268,-6
309397,11,268,-9
309406,12,265,-11
309416,10,270,-14
309427,4,274,-4
309436,6,272,1
309446,12,265,-3
309456,15,264,-1
309466,10,268,-12
309514,10,267,-7
309515,12,270,-6
309525,11,268,1
309535,10,265,-7
309544,16,264,-11
309555,9,266,-15
309565,5,272,-8
309574,9,271,0
309584,11,268,-4
309594,15,264,-4
309604,9,267,-13
309614,14,265,-12
309623,9,270,-14
309634,7,270,-8
309644,8,273,-4
309653,5,271,-1
309663,11,274,1
309672,13,266,-6
309683,13,263,-5
309693,13,261,-13
309702,12,262,-4
309712,8,272,-14
309723,9,272,-13
309732,7,273,-7
309742,6,271,-6
309752,11,273,1
309762,12,267,-2
309772,12,271,0
309781,10,269,-10
309791,8,270,-15
309801,3,273,-11
309811,5,272,-6
309821,5,272,-2
309831,8,273,-2
309840,9,272,1
309851,12,264,-5
309860,15,263,-10
309870,7,270,-10
309880,9,270,-3
309890,10,272,3
309900,13,266,3
309910,11,265,-10
309919,14,264,-9
309929,9,270,-13
309939,6,273,-1
309949,7,274,2
309959,11,270,-8
309968,13,265,-11
309979,8,270,-12
309989,6,272,-7
310037,8,268,-5
310038,8,273,-1
310047,10,273,2
310057,10,266,-3
310068,14,263,-3
310077,16,262,-5
310087,13,265,-14
310097,12,266,-10
310107,7,273,-9
310117,6,273,-10
310126,13,273,-1
310136,11,267,-4
310147,11,268,0
310156,9,269,-9
310166,13,266,-3
310176,11,265,-11
310185,13,270,-11
310196,5,270,-11
310206,5,270,-10
310215,3,272,0
310225,11,271,-3
310235,10,271,3
310245,11,266,-10
310255,10,268,-10
310264,8,272,-10
310275,5,272,-2
310285,8,271,2
310294,12,269,-3
310304,14,263,-1
310313,15,262,-15
310324,15,262,-12
310334,9,269,-9
310343,12,267,-11
310353,5,274,-11
310364,4,273,-4
310373,10,273,-3
310383,10,272,4
310393,11,265,-4
310403,10,268,-6
310413,12,265,-15
310422,8,270,-14
310432,6,273,-5
310443,3,273,0
310452,10,268,-7
310462,13,264,-5
310472,13,265,-14
310481,10,271,-14
310492,5,272,-5
310501,11,272,0
310511,10,269,-12
310562,7,265,-9
310571,8,274,-1
310581,8,271,2
310590,10,266,-1
310600,14,265,-12
310609,10,270,-9
310620,6,275,3
310630,9,271,0
310639,10,266,-9
310649,7,271,-15
310660,6,271,-4
310669,11,270,0
310679,10,270,-9
310688,12,263,-17
310699,10,267,-13
310709,3,274,-5
310718,6,273,-3
310728,15,266,1
310738,14,264,-6
310748,10,266,-11
310758,6,271,-7
310767,8,274,3
310777,14,265,-3
310788,16,261,-3
310797,8,271,-16
310807,7,269,-8
310817,10,271,-3
310827,16,265,1
310837,12,268,-9
310847,12,266,-15
310856,8,269,-11
310866,4,274,-9
310876,5,274,-5
310886,14,267,1
310896,12,268,-3
310905,13,263,-11
310916,15,264,-13
310926,8,270,-14
310935,6,273,-8
310945,6,275,-3
310955,10,272,1
310965,10,268,0
310975,10,267,-11
310984,15,262,-12
310994,9,272,-9
311005,6,272,-8
311014,5,275,-4
311024,11,269,-2
311034,12,269,-5
311044,15,263,-11
311092,8,268,-6
311093,10,268,-8
311103,14,265,-9
311113,10,268,-14
311122,10,269,-15
311133,3,270,-3
311142,4,277,-5
311152,12,268,2
311162,11,267,-10
311172,10,270,-9
311182,6,274,-4
311192,7,271,0
311201,10,269,-3
311212,13,266,2
311221,9,270,-6
311231,7,271,-10
311241,11,272,0
311250,12,266,-5
311261,13,264,-15
311271,8,269,-13
311280,6,271,-14
311290,-2,275,-2
311301,6,272,-1
311310,14,265,1
311320,11,264,-3
311329,15,262,-9
311340,12,267,-13
311350,12,267,-15
311359,11,268,-13
311369,7,269,-12
311379,8,272,-6
311389,5,275,-4
311399,12,270,-4
311408,13,266,0
311418,10,268,-12
311429,12,266,-13
311438,5,276,-11
311448,11,274,0
311458,12,265,-3
311468,15,264,-3
311478,14,262,-8
311488,9,270,-15
311497,7,271,-9
311507,5,274,-5
311517,10,273,1
311527,10,272,-2
311537,16,262,-10
311546,10,264,-10
311557,8,272,-8
311567,4,276,-6
311615,9,267,-5
311616,9,271,-14
311625,12,274,0
311635,12,267,-3
311646,16,265,-5
311655,13,266,-13
311665,8,269,-12
311674,6,271,-4
311685,7,273,-2
311695,12,267,-4
311704,13,263,-6
311714,8,273,-13
311725,6,274,-11
311734,4,275,-3
311744,9,273,-1
311754,14,265,1
311763,11,266,-8
311774,12,268,-10
311783,9,270,-11
311793,5,268,-13
311803,4,273,-2
311813,5,271,-5
311823,8,273,0
311833,11,271,-4
311842,14,270,0
311853,11,265,-7
311862,13,265,-5
311872,10,266,-11
311882,6,273,-4
311891,14,268,0
311902,11,266,-4
311912,11,265,-12
311921,10,269,-13
311931,9,270,-13
311942,6,275,-2
311951,8,274,1
311961,14,263,-2
311970,12,267,-2
311981,11,264,-6
311991,8,270,-11
312000,7,271,-13
312010,7,272,-3
312020,6,272,-2
312030,15,267,-3
312040,15,266,-4
312049,10,265,-8
312059,10,270,-13
312070,4,276,-10
312079,9,271,2
312089,9,271,-3
312137,8,267,-5
312138,13,262,-2
312148,8,273,-11
312158,8,268,-14
312168,6,275,-4
312178,10,270,-1
312187,13,265,-3
312198,10,266,-10
312208,11,265,-13
312217,5,273,-12
312227,4,271,-2
312237,10,272,-1
312247,11,270,3
312257,11,264,-4
312266,11,267,-4
312276,14,267,-6
312287,14,261,-9
312296,16,260,-14
312306,8,270,-3
312315,4,275,4
312326,10,269,-2
312336,14,267,-1
312345,14,260,-10
312355,12,263,-7
312366,15,263,-7
312375,10,268,-11
312385,10,270,-16
312395,6,273,-2
312404,6,273,-1
312415,9,274,2
