time,x,y,z
182484,12,268,-12
182495,10,263,-15
182504,15,264,2
182514,10,266,-9
182523,14,274,1
182534,12,265,-3
182544,10,271,4
182553,6,271,-1
182563,4,274,0
182574,6,272,-5
182583,4,277,-5
182593,6,274,-15
182602,9,267,-12
182612,13,264,-9
182623,15,265,-9
182632,17,265,-6
182642,10,273,-4
182690,10,266,-6
182691,11,271,-10
182702,8,269,-1
182711,6,274,3
182721,7,271,0
182731,10,269,-3
182740,4,273,-6
182751,9,273,-14
182761,8,268,-7
182770,12,266,-16
182780,13,268,-12
182790,14,266,-6
182800,13,264,-8
182810,14,266,-7
182819,15,264,-11
182830,14,264,-4
182840,13,266,-4
182849,14,267,-8
182859,13,264,-1
182868,15,265,-1
182879,8,271,-3
182889,6,272,2
182898,7,274,-2
182908,8,270,-3
182919,6,271,-10
182928,9,273,-13
182938,5,274,-9
182948,8,270,-14
182958,12,267,-15
182968,16,266,-5
182977,15,260,-12
182987,10,263,-4
182998,9,273,2
183007,9,273,-3
183017,11,267,-10
183027,12,260,-12
183036,13,268,0
183047,10,265,-7
183056,11,268,0
183066,14,271,-2
183076,7,272,-3
183086,8,268,-10
183096,8,270,-11
183106,15,264,-5
183115,13,264,-4
183126,10,267,-5
183135,3,273,-6
183145,8,270,-6
183155,12,267,-10
183164,12,268,-4
183215,9,270,-4
183224,10,273,-8
183234,10,270,-11
183243,12,269,-17
183254,13,266,-18
183264,10,267,-13
183273,15,261,-12
183283,13,265,-8
183293,15,267,-3
183303,10,269,2
183313,8,272,-1
183322,5,275,-5
183332,10,271,-11
183343,12,266,-16
183352,9,265,-13
183362,13,260,-3
183372,16,264,-5
183382,14,266,-3
183392,13,270,1
183401,10,271,-2
183411,4,270,-2
183421,6,273,2
183431,7,273,-6
183441,7,274,-7
183451,10,266,-12
183460,8,271,-13
183471,9,265,-9
183480,14,265,-7
183490,13,264,-2
183500,14,266,-5
183510,11,268,-1
183520,7,272,2
183530,14,269,-1
183539,7,274,0
183549,10,269,-2
183560,6,275,-10
183569,8,269,-15
183579,12,268,-12
183588,13,267,-14
183599,13,263,-9
183609,16,262,-5
183618,14,263,-8
183628,13,267,-1
183639,13,265,-2
183648,11,270,0
183658,13,265,-4
183667,14,269,-6
183677,12,272,-3
183688,12,266,1
183697,10,267,2
183745,8,267,-6
183746,12,266,-6
183756,10,270,-10
183767,8,272,-14
183776,7,273,-12
183786,9,269,-7
183796,5,274,-3
183805,6,271,2
183816,9,268,-3
183825,5,274,-4
183835,12,270,1
183845,9,272,0
183855,10,270,-1
183865,13,270,1
183875,11,269,1
183884,13,268,-3
183895,9,269,1
183905,7,270,-2
183914,10,272,0
183924,13,270,-2
183933,13,267,-4
183944,11,275,-3
183954,10,270,0
183963,13,269,-1
183973,13,267,3
183984,11,269,-3
183993,11,271,2
184003,9,268,-2
184012,7,271,2
184023,10,270,-5
184033,7,273,-9
184042,4,273,-7
184052,3,274,-7
184062,6,274,-6
184072,9,271,-3
184082,11,268,-13
184091,10,266,-10
184101,14,262,-13
184112,13,264,-9
184121,16,264,-5
184131,14,265,-9
184141,12,269,0
184151,11,268,-3
184161,13,269,1
184171,11,270,-3
184180,12,271,5
184190,10,272,-2
184200,10,270,3
184210,6,271,-6
184220,5,272,-5
184267,10,267,-7
184269,11,263,0
184279,9,272,-2
184289,14,264,-7
184299,13,264,-3
184308,15,262,-3
184318,14,265,-1
184329,5,272,5
184338,12,269,0
184348,10,273,-6
184357,8,269,-6
184368,11,265,-15
184378,12,266,-11
184387,16,263,-10
184397,14,264,-5
184408,13,264,-4
184417,13,266,1
184427,11,265,-5
184437,10,270,-1
184446,13,272,5
184457,11,269,-1
184466,7,274,-1
184476,7,274,-5
184486,10,267,-12
184496,14,268,-6
184506,11,267,-5
184516,16,265,-7
184525,11,266,-1
184536,8,271,3
184545,7,270,-6
184555,8,275,-8
184565,10,270,-10
184574,12,267,-12
184585,14,265,-6
184595,15,268,-3
184604,14,264,-5
184614,13,269,-1
184624,13,265,-2
184634,8,267,-1
184644,6,272,2
184653,8,269,0
184664,7,273,-4
184674,7,270,-5
184683,10,266,-14
184693,7,267,-15
184704,13,265,-9
184713,14,263,-8
184723,15,267,-4
184732,15,267,-3
184742,11,269,3
184791,10,268,-7
184792,9,276,-5
184802,8,270,1
184811,6,271,-1
184821,3,273,2
184832,10,269,-7
184841,5,273,-6
184851,7,271,-8
184861,10,267,-10
184870,11,266,-10
184881,15,264,-7
184890,15,266,-2
184900,8,272,-5
184910,10,270,3
184920,9,269,1
184930,9,269,-3
184940,9,272,-9
184949,5,273,-11
184960,8,269,-15
184969,11,267,-12
184979,6,273,-12
184989,12,266,-7
184998,8,272,-16
185009,12,266,-10
185019,11,264,-10
185028,11,266,-6
185038,14,265,-2
185048,10,269,-1
185058,7,273,0
185068,9,269,-4
185077,8,269,-6
185088,5,274,-6
185098,9,271,-7
185107,11,269,-17
185117,14,263,-12
185127,13,263,-9
185137,10,266,-4
185147,14,270,2
185156,13,266,-2
185166,13,268,-1
185177,10,272,-1
185186,4,275,1
185196,6,271,-2
185206,8,272,-7
185216,6,272,-12
185226,5,273,-5
185235,8,268,-13
185245,9,272,-15
185255,11,269,-10
185265,9,273,-13
185313,8,269,-8
185315,10,272,-8
185324,13,270,-3
185334,8,271,0
185344,9,270,-3
185354,7,272,0
185364,7,271,0
185373,9,269,0
185383,6,270,-2
185394,6,273,-3
185403,4,273,-11
185413,5,274,-9
185422,6,271,-6
185433,6,272,-5
185443,8,270,-13
185452,4,272,-14
185462,7,271,-13
185473,14,263,-14
185482,11,267,-12
185492,10,269,-5
185501,6,268,-13
185511,11,266,-14
185522,12,265,-11
185531,14,268,-2
185541,11,268,-2
185551,11,274,0
185561,8,271,-2
185571,8,267,-13
185581,13,263,-4
185590,15,266,-2
185601,11,266,-3
185610,10,270,-2
185620,7,271,3
185630,9,273,-4
185639,8,272,-3
185650,8,268,-12
185660,5,273,-11
185669,8,268,-15
185679,6,273,-9
185689,13,266,-19
185699,14,263,-11
185709,11,264,-8
185718,12,269,-2
185729,12,268,0
185739,11,272,-2
185748,8,271,-1
185758,7,272,-15
185767,7,271,-11
185778,14,266,-1
185788,13,270,3
185838,9,268,-3
185846,5,277,2
185857,10,268,-2
185867,7,272,0
185876,10,268,-2
185886,6,270,1
185896,7,271,-4
185906,6,272,-5
185916,7,270,-12
185926,12,268,-9
185935,10,264,-12
185946,14,266,-12
185955,13,268,-9
185965,12,267,4
185975,9,269,-3
185985,6,270,-8
185995,7,273,-6
186005,7,272,-7
186014,11,270,-15
186024,15,264,-9
186034,13,265,-11
186044,11,266,-5
186054,12,266,0
186063,13,266,-5
186074,7,271,-2
186084,7,273,0
186093,9,269,-1
186103,6,275,-4
186113,8,272,-12
186123,11,266,-17
186133,13,267,-11
186142,13,267,-1
186152,10,270,4
186163,7,270,-1
186172,6,271,-6
186182,9,267,-10
186191,11,266,-8
186202,12,266,-5
186212,15,264,0
186221,10,269,-5
186231,10,272,0
186242,9,269,-1
186251,8,272,-3
186261,4,271,1
186271,9,268,-9
186280,9,269,-11
186291,12,266,-8
186300,15,262,-6
186310,11,268,-4
186320,12,269,-1
186368,10,266,-7
186370,11,269,-3
186379,9,271,-2
186389,7,271,-4
186399,8,272,-11
186408,11,263,-10
186419,12,266,-9
186429,16,265,0
186438,14,268,-4
186448,10,274,-2
186458,10,272,-8
186468,5,274,-11
186478,12,269,-10
186487,12,266,-8
186498,10,271,-2
186508,11,271,0
186517,9,268,-2
186527,7,271,-6
186536,9,269,-11
186547,12,268,-7
186557,16,264,-11
186566,14,267,5
186576,10,268,-1
186587,7,272,1
186596,10,271,-1
186606,4,273,-7
186616,13,266,-13
186626,11,265,-8
186636,11,269,-4
186645,12,269,-4
186655,5,270,1
186665,7,272,-5
186675,9,267,-11
186685,14,266,-3
186695,14,263,-5
186704,8,272,-3
186715,5,276,-3
186724,8,270,-7
186734,10,268,-18
186744,11,267,-10
186754,13,269,-3
186764,10,266,2
186774,10,271,1
186783,7,271,-2
186793,10,269,-9
186803,17,263,-11
186813,10,269,1
186823,11,271,-1
186832,8,272,-2
186843,5,274,-11
186891,10,267,-8
186892,9,263,-6
186902,12,269,-9
186911,11,264,-11
186921,16,265,-6
186932,14,264,-1
186941,12,268,2
186951,12,268,-2
186961,7,273,-5
186971,8,273,-15
186981,9,266,-14
186990,13,267,-10
187000,11,262,-6
187011,11,266,-1
187020,14,265,0
187030,13,269,-5
187040,12,269,-1
187049,7,272,-1
187060,5,276,-4
187069,9,273,-4
187079,7,270,-14
187089,8,270,-8
187099,12,267,-8
187109,11,265,-4
187119,12,269,-7
187128,5,273,2
187139,9,268,-4
187148,5,272,-11
187158,6,273,-9
187168,14,262,-11
187177,13,266,-14
187188,11,268,-12
187198,13,265,-12
187207,10,270,-8
187217,13,267,-3
187228,9,270,0
187237,9,271,-3
187247,7,273,-5
187256,9,268,-10
187267,12,263,-12
187277,13,264,-3
187286,13,266,-3
187296,10,270,-2
187307,5,273,-1
187316,4,276,-1
187326,5,272,-5
187335,6,272,-5
187345,10,268,-12
187356,10,268,-13
187365,13,265,-4
187413,10,268,-6
187414,12,267,-2
187424,12,269,-4
187435,12,263,-2
187444,12,269,2
187454,9,269,-4
187464,8,271,-4
187473,7,273,-5
187484,5,272,-4
187494,8,270,-6
187503,7,272,-8
187513,11,272,-6
187523,10,269,-9
187533,11,268,-14
187543,11,266,-10
187552,13,265,-6
187563,15,272,2
187573,9,268,-4
187582,9,270,-1
187592,7,271,-5
187601,8,272,-10
187612,10,264,-8
187622,11,264,-14
187631,13,264,-4
187641,12,268,-12
187652,11,267,1
187661,10,267,-2
187671,13,269,-4
187680,10,270,-2
187691,12,270,0
187701,5,273,-3
187710,5,272,-4
187720,8,272,-9
187730,4,272,-11
187740,10,268,-14
187750,12,268,-15
187759,9,268,-14
187769,13,268,-6
187780,14,263,-7
187789,16,266,0
187799,11,268,-7
187809,15,266,-2
187819,13,267,-4
187829,10,268,1
187839,7,272,2
187848,11,270,-3
187858,6,272,-7
187868,8,272,-16
187878,14,265,-6
187888,13,265,-5
187970,14,268,-3
187976,15,265,-15
187986,11,266,-3
187997,14,266,-9
188006,15,267,3
188016,11,268,0
188025,13,269,-2
188036,13,271,-1
188046,8,272,-13
188055,9,271,-13
188065,5,270,-13
188076,12,266,-13
188085,11,264,-16
188095,8,266,-10
188105,13,268,-4
188114,11,269,-3
188125,6,274,2
188134,9,271,-3
188144,7,273,-14
188154,9,273,-11
188164,15,266,-12
188174,12,269,-15
188184,16,263,-8
188193,15,261,-9
188204,14,267,-2
188213,14,266,-2
188223,13,265,1
188233,11,270,-2
188242,13,268,1
188253,11,271,-2
188263,7,271,-3
188272,7,271,-7
188282,6,269,-12
188292,12,267,-15
188302,15,262,-11
188312,8,268,-11
188321,12,265,-9
188332,14,264,-4
188342,12,269,-1
188351,6,273,4
188361,9,270,-4
188371,5,273,-4
188381,6,273,-7
188391,7,270,-12
188400,5,272,-6
188410,9,268,-10
188421,8,270,-12
188430,10,269,-12
188440,12,271,-9
188450,8,269,-12
188506,10,266,-7
188509,12,272,3
188519,12,268,0
188529,6,271,-1
188538,5,275,1
188549,6,273,-5
188558,9,267,-15
188568,11,265,-10
188578,12,268,-10
188588,14,269,-6
188598,7,272,0
188608,11,269,-2
188617,6,273,-1
188627,6,276,-7
188638,6,270,-13
188647,10,269,-18
188657,12,266,-7
188666,15,261,-10
188677,12,267,-6
188687,13,269,-3
188696,13,265,-6
188706,13,269,-1
188717,11,267,-4
188726,10,270,-1
188736,14,270,1
188745,14,265,-3
188755,8,273,-1
188766,5,272,1
188775,3,273,-2
188785,7,271,-5
188795,10,265,-10
188805,13,267,-12
188815,12,268,-16
188824,12,268,-4
188834,12,268,2
188845,7,271,-8
188854,9,270,-11
188864,13,268,-10
188874,14,266,-8
188883,12,271,-3
188894,15,265,1
188903,9,270,-6
188913,4,271,0
188923,7,272,-5
188933,10,266,-8
188943,12,268,-13
188953,13,265,-11
188962,12,265,-10
188973,13,266,-3
188983,15,265,-2
189030,9,267,-7
189032,8,269,-6
189041,4,271,-3
189051,9,269,-12
189062,7,271,-10
189071,10,268,-5
189081,13,262,-15
189090,14,265,-10
189101,12,263,-9
189111,13,263,-14
189120,12,265,-13
189130,8,272,-13
189140,5,273,-13
189150,7,273,-1
189160,3,276,-1
189169,8,275,1
189179,10,270,-2
189190,10,269,1
189199,10,266,-2
189209,15,265,-5
189219,16,262,-10
189229,9,269,-12
189239,6,270,-12
189248,8,270,-3
189258,2,274,2
189268,11,269,-2
189278,7,269,-1
189288,13,266,3
189298,14,267,0
189307,10,268,-5
189318,12,264,-6
189328,12,263,-14
189337,9,270,-13
189347,9,269,-14
189357,6,273,-14
189367,9,269,-15
189377,7,272,-7
189386,6,271,-6
189396,5,272,-3
189407,5,273,-2
189416,9,272,-4
189426,9,270,-3
189435,6,272,-3
189446,4,276,1
189456,9,272,-1
189465,6,276,1
189475,8,272,2
189486,12,267,-1
189495,12,271,1
189505,10,271,0
189552,8,265,-6
189554,9,272,1
189564,10,264,-1
189574,15,268,2
189584,11,265,-7
189594,13,268,-1
189603,18,259,-17
189614,15,268,-5
189623,13,262,-11
189633,12,265,-12
189643,9,270,-11
189652,5,274,-9
189663,2,272,-11
189673,1,274,-2
189682,5,272,-1
189692,11,273,2
189702,11,270,-2
189712,11,272,0
189722,10,271,-1
189731,8,273,4
189742,10,270,-2
189752,5,271,2
189761,10,268,-3
189771,12,270,5
189782,14,267,0
189791,12,269,-4
189801,13,267,-1
189810,14,266,1
189820,12,264,-6
189831,13,263,-8
189840,11,265,-2
189850,11,267,-5
189860,13,265,-2
189870,13,270,-3
189880,13,266,-5
189889,15,262,-10
189899,13,262,-9
189910,12,263,-12
189919,12,266,-11
189929,16,264,-10
189939,9,268,-15
189948,9,271,-14
189959,11,266,-12
189969,10,271,-10
189978,7,267,-11
189988,8,268,-13
189998,7,271,-10
190008,6,272,-1
190018,5,273,-1
190027,13,275,0
190075,11,266,-5
190076,11,267,1
190087,12,267,-2
190097,12,269,0
190106,8,268,-7
190116,13,262,-10
190127,12,267,-9
190136,9,270,-14
190146,8,272,-8
190155,7,273,-3
190166,6,275,-6
190176,9,272,-2
190185,10,270,-1
190195,14,266,1
190205,13,265,-2
190215,13,266,-9
190225,16,264,-13
190235,8,268,-16
190244,5,271,-3
190255,4,272,-9
190264,3,274,3
190274,10,271,-2
190284,7,272,1
190294,8,269,-3
190304,8,271,3
190314,12,268,-1
190323,16,264,-1
190333,13,262,-15
190343,12,266,-5
190353,16,260,-15
190363,16,263,-8
190372,14,262,-9
190383,15,259,-3
190393,15,269,-2
190402,11,266,-4
190412,13,273,0
190422,8,264,-3
190432,10,276,3
190442,11,265,-5
190451,14,265,-7
190461,8,266,-13
190472,11,267,-13
190481,7,270,-13
190491,9,270,-13
190501,9,271,-13
190511,8,270,-16
190521,9,266,-9
190530,7,269,-14
190540,10,266,-5
190551,12,265,-15
190601,11,272,-9
190609,8,270,-13
190619,6,270,-13
190629,6,270,-10
190639,7,268,-13
190649,9,268,-14
190659,11,270,-13
190668,7,274,-12
190679,11,271,-12
190688,8,274,-11
190698,7,270,-16
190708,5,270,-5
190717,3,273,-1
190728,10,272,4
190738,14,270,-2
190747,16,265,-3
190757,14,260,-11
190768,16,262,-10
190777,12,265,-11
190787,10,267,-14
190796,7,272,-11
190807,6,275,-9
190817,3,275,-5
190826,5,276,-6
190836,10,268,-1
190846,5,272,1
190856,7,271,-2
190866,5,271,0
190875,9,269,-2
190885,12,269,2
190896,11,270,-4
190905,15,264,-3
190915,15,265,-10
190925,11,268,-3
190935,13,266,-8
190945,13,267,-8
190954,11,266,-7
190964,11,267,-15
190974,12,268,-11
190984,11,267,-14
190994,8,269,-10
191004,7,271,0
191013,11,268,-5
191024,16,264,-10
191034,11,267,-8
191043,7,270,-9
191053,10,270,-12
191063,7,273,-9
191073,7,273,-2
191083,8,273,-12
191131,9,269,-4
191132,7,268,-3
191141,11,266,-11
191152,15,263,-14
191162,9,267,-9
191171,7,271,-13
191181,6,274,-6
191192,9,271,-3
191201,9,273,2
191211,10,269,-1
191221,10,273,3
191230,7,270,1
191241,9,271,-2
191250,13,269,-1
191260,10,269,3
191270,14,266,-3
191280,13,265,-4
191290,13,268,-6
191300,13,266,-5
191309,16,261,-5
191320,15,262,-8
191329,11,264,-8
191339,7,274,-13
191349,10,270,-11
191358,6,272,-12
191369,9,271,-14
191379,8,272,-7
191388,7,270,-8
191398,8,271,-2
191408,2,273,-3
191418,9,271,-11
191428,8,270,-10
191437,10,269,-13
191448,18,262,-19
191458,17,263,-5
191467,12,269,2
191477,7,270,-1
191488,6,273,-4
191497,6,273,-6
191507,13,268,-5
191516,14,263,-12
191526,11,270,-5
191537,12,265,0
191546,10,268,-2
191556,8,273,-6
191566,8,270,-10
191576,12,267,-4
191586,15,266,-5
191595,10,270,2
191605,8,270,-2
191653,8,268,-6
191654,9,267,-8
191665,12,266,-6
191674,10,266,-10
191684,14,268,-5
191694,9,274,2
191704,10,267,-4
191714,9,268,-11
191724,12,266,-11
191733,7,270,2
191744,8,271,-4
191753,16,264,-12
191763,8,270,-14
191773,6,272,-13
191782,10,267,-14
191793,12,267,-16
191803,15,264,-8
191812,13,266,-12
191822,15,268,-3
191833,12,269,1
191842,11,270,-2
191852,9,272,-1
191861,6,273,-3
191872,11,268,-11
191882,13,265,-10
191891,15,266,-2
191901,14,267,-1
191911,6,273,-2
191921,8,272,-6
191931,5,273,-5
191940,14,261,-15
191950,11,264,-13
191961,14,266,-5
191970,16,261,-7
191980,17,268,0
191990,10,266,-6
192000,12,265,-3
192010,6,274,2
192019,11,269,-4
192029,9,271,-11
192039,6,273,-12
192049,12,262,-8
192059,12,262,-10
192069,11,268,-2
192078,6,269,-1
192089,10,270,-10
192098,11,265,-11
192108,8,267,-10
192118,13,267,-5
192128,12,266,-6
192177,9,267,-6
192178,12,265,-6
192187,10,271,-2
192197,6,272,-6
192206,9,269,-10
192217,13,267,-8
192227,14,265,-3
192236,10,269,-2
192246,6,270,2
192257,8,270,-3
192266,10,266,-14
192276,10,267,-6
192285,14,263,-2
192295,14,269,2
192306,11,271,-2
192315,8,271,1
192325,8,269,-1
192335,5,274,-9
192345,10,267,-9
192355,16,261,-4
192364,13,268,-5
192374,10,271,0
192385,8,270,-1
192394,7,270,-13
192404,8,269,-11
192414,15,265,-4
192423,10,268,0
192434,10,268,-3
192443,6,271,-12
192453,9,270,-10
192463,14,262,-7
192473,11,268,0
192483,13,268,-4
192493,14,271,1
192502,7,272,-5
192513,4,275,-1
192523,11,267,-11
192532,8,268,-11
192542,12,269,-11
192551,16,264,-1
192562,16,265,-3
192572,10,270,0
192581,12,269,0
192591,11,272,-3
192602,6,274,-10
192611,11,269,-12
192621,12,265,-7
192630,12,266,-15
192641,16,263,-6
192651,12,264,-7
192699,9,268,-4
192700,13,266,-11
192709,12,266,-7
192719,13,272,2
192730,10,268,-2
192739,6,274,-7
192749,7,276,-2
192759,8,270,-9
192769,12,264,-14
192779,10,268,-12
192789,14,267,-2
192798,11,272,-4
192808,10,268,-3
192818,6,270,-7
192828,10,266,-11
192838,15,264,0
192847,12,266,-8
192858,8,273,-2
192868,6,273,-1
192877,4,275,-14
192887,9,268,-12
192897,13,265,-11
192907,14,263,-6
192917,10,271,-3
192926,4,273,-3
192936,8,273,-4
192947,9,272,-14
192956,4,271,-5
192966,10,267,-17
192975,13,264,-10
192986,15,265,-2
192996,10,270,-2
193005,7,274,-5
193015,7,271,-9
193026,9,269,-9
193035,14,265,-7
193045,14,266,-4
193054,9,271,-2
193064,5,269,-1
193075,11,268,-10
193084,9,271,-10
193094,11,267,-6
193104,12,269,0
193114,14,266,-3
193124,6,274,-2
193134,9,274,0
193143,7,268,-9
193154,6,275,-5
193163,11,265,-15
193173,12,267,-8
193223,11,264,-12
193232,8,273,-8
193242,14,260,-5
193252,14,266,-6
193262,12,266,1
193271,10,270,0
193282,9,272,-2
193292,6,274,-9
193301,8,271,-14
193311,15,262,-4
193320,13,267,-9
193331,7,271,-5
193341,4,273,0
193350,6,271,-8
193360,13,263,-10
193371,11,262,-4
193380,12,267,0
193390,10,268,-3
193399,8,273,4
193410,9,270,-3
193420,7,274,-5
193429,8,274,-1
193439,5,274,-4
193449,6,274,-11
193459,6,274,-13
193469,10,265,-10
193479,12,264,-12
193488,12,265,-4
193499,14,266,3
193508,12,270,0
193518,10,270,0
193528,7,269,-2
193538,8,272,-10
193548,11,269,-16
193558,12,267,-11
193567,16,260,-14
193577,10,268,-8
193587,13,263,-10
193597,10,269,-6
193607,12,266,-5
193616,12,266,-6
193627,9,272,0
193637,11,268,0
193646,9,269,-4
193656,7,270,-6
193666,10,268,-14
193676,11,265,-13
193686,13,266,-12
193695,13,265,-6
193705,13,268,-3
193754,9,267,-4
193755,10,269,-10
193765,10,265,-13
193774,11,264,-14
193784,14,266,-6
193795,14,269,-2
193804,10,270,-2
193814,6,272,0
193824,9,269,-1
193833,6,270,-2
193844,6,273,-7
193853,9,268,-10
193863,9,271,-5
193873,10,266,-14
193883,9,272,-16
193893,7,272,-13
193903,12,263,-12
193912,8,269,-13
193923,11,265,-10
193932,13,264,-7
193942,13,266,-9
193952,16,264,-8
193961,12,267,-3
193972,15,264,-2
193982,12,265,-9
193991,16,267,-2
194001,11,266,-6
194012,10,271,-3
194021,5,274,4
194031,9,269,1
194040,10,272,-3
194051,7,275,-14
194061,11,269,-12
194070,7,274,-9
194080,14,263,-15
194091,17,263,-10
194100,17,264,-7
194110,14,266,-2
194119,11,268,-5
194129,9,271,4
194140,10,268,-3
194149,6,273,3
194159,11,269,0
194169,11,268,-6
194179,11,270,1
194189,9,269,-6
194198,11,270,-5
194208,8,270,4
194219,8,270,-1
194228,6,270,-10
194276,9,267,-7
194278,9,267,-9
194287,14,266,-7
194297,14,269,-1
194307,8,272,0
194317,9,271,-3
194327,6,270,-9
194336,9,269,-16
194347,9,265,-7
194357,15,267,-2
194366,10,271,-3
194376,7,274,1
194385,8,271,-5
194396,11,268,-16
194406,9,268,-9
194415,16,265,-4
194425,11,266,-2
194436,11,269,-4
194445,9,274,-4
194455,9,269,-3
194464,6,271,-13
194475,9,268,-10
194485,11,265,-12
194494,12,264,-6
194504,12,267,0
194514,10,268,-3
194524,6,273,1
194534,4,274,-4
194543,7,274,-8
194553,9,270,-13
194564,11,265,-10
194573,12,264,-9
194583,14,263,-7
194593,15,267,0
194603,13,269,-6
194613,7,271,-1
194622,6,270,-4
194632,8,271,-7
194642,14,264,-11
194652,14,266,-9
194662,14,271,1
194672,10,271,1
194681,6,270,-6
194692,6,269,-9
194702,14,265,-14
194711,15,263,-9
194721,15,265,-4
194731,12,268,-2
194741,12,267,-3
194751,5,274,-2
194798,9,266,-7
194800,15,267,-5
194809,12,266,-3
194820,13,268,1
194830,12,268,0
194839,10,269,1
194849,9,271,-7
194860,4,273,-8
194869,8,270,-9
194879,6,272,-9
194888,5,276,-7
194898,6,269,-6
194909,8,271,-10
194918,9,268,-10
194928,10,271,-10
194938,11,266,-11
194948,12,264,-12
194958,11,265,-14
194968,13,267,-7
194977,7,270,-11
194988,12,267,-12
194997,12,266,-9
195007,13,266,-13
195017,12,266,-15
195026,15,264,-8
195037,13,267,-4
195047,10,269,-2
195056,11,269,0
195066,10,270,-4
195076,8,272,0
195086,9,269,0
195096,11,270,-3
195105,6,271,-8
195116,8,270,-8
195126,12,265,-14
195135,11,266,-13
195145,16,263,-8
195154,13,267,0
195165,12,269,-5
195175,7,274,2
195184,8,269,-4
195194,10,269,-9
195205,9,270,-12
195214,10,267,-11
195224,11,267,-16
195234,13,266,-11
195244,14,266,-2
195254,11,268,-3
195263,12,271,1
195273,7,271,-2
195326,11,270,-6
195333,12,267,-1
195342,11,270,3
195352,7,271,1
195362,8,270,1
195372,7,274,-5
195382,5,273,-7
195392,12,270,-12
195401,10,267,-8
195411,14,265,-10
195421,13,267,0
195431,12,267,-5
195441,10,271,-3
195450,13,273,7
195461,8,271,-4
195471,5,269,-3
195480,6,270,-9
195490,9,267,-11
195500,12,264,-9
195510,12,267,-1
195520,16,261,-2
195529,11,272,0
195539,14,267,-3
195550,9,275,0
195559,10,270,-2
195569,2,274,-4
195579,7,273,-3
195589,6,271,-2
195599,9,271,-11
195608,6,268,-12
195618,10,267,-10
195629,12,267,-6
195638,11,269,-3
195648,11,271,1
195658,9,271,-2
195667,10,273,-9
195678,7,268,-7
195687,13,267,-11
195697,17,263,-10
195707,14,267,-9
195717,14,263,-8
195727,13,268,-3
195737,14,267,2
195746,11,269,-4
195757,8,271,-2
195766,9,272,1
195776,7,271,-5
195786,4,271,-5
195795,14,268,-17
195806,9,268,-14
195856,14,264,-1
195865,7,268,-14
195874,8,273,-7
195885,6,271,-12
195895,9,273,-13
195904,5,271,-8
195914,12,270,-10
195924,8,270,-12
195934,11,266,-9
195944,14,264,-12
195953,12,267,-4
195963,15,267,-2
195974,11,270,-2
195983,10,272,0
195993,10,269,-2
196003,5,272,-7
196013,4,273,-5
196023,8,273,-10
196032,7,272,-8
196042,11,269,-9
196052,11,266,-13
196062,13,265,-11
196072,15,265,0
196082,9,267,-7
196091,8,273,-4
196102,5,270,1
196112,7,271,-3
196121,9,267,-9
196131,15,267,-10
196141,10,269,-5
196151,10,270,0
196161,8,270,0
196170,8,271,-1
196180,12,267,-15
196200,15,267,-2
196210,10,266,-2
196219,7,274,1
196230,8,274,-6
196240,7,272,-12
196249,10,265,-9
196259,15,263,-14
196270,11,265,-3
196279,14,269,0
196289,8,271,-5
196298,7,271,1
196308,8,269,-4
196319,8,271,-10
196328,4,273,-10
196338,5,269,-9
196348,9,269,-13
196396,8,267,-6
196398,11,264,-10
196407,11,269,-10
196417,10,273,-10
196427,12,264,-10
196436,13,265,-10
196447,14,269,-2
196457,14,270,-1
196466,6,272,2
196476,11,268,0
196486,11,269,-2
196496,6,271,-2
196506,5,272,-1
196515,6,273,-9
196526,9,268,-16
196536,6,269,-13
196545,7,273,-19
196555,9,267,-9
196564,13,265,-17
196575,11,266,-7
196585,12,265,-11
196594,11,261,-9
196604,14,267,-2
196615,15,265,-1
196624,14,269,0
196634,10,268,-2
196643,15,268,2
196654,12,268,-3
196664,13,270,4
196673,12,269,-1
196683,10,270,3
196694,10,269,1
196703,9,269,-1
196713,8,271,-3
196723,3,275,-7
196732,8,272,-4
196743,8,272,-11
196752,16,263,-15
196762,13,266,-2
196772,12,265,-8
196782,11,271,0
196792,8,270,-4
196802,7,270,-3
196811,6,273,-5
196822,6,274,-6
196831,9,274,-12
196841,5,272,-7
196851,10,268,-10
196860,11,266,-14
196871,14,264,-7
196919,10,268,-7
196920,8,269,-9
196930,12,265,-14
196939,12,265,-13
196950,14,268,0
196960,13,265,-5
196969,12,271,-2
196979,5,272,0
196988,10,270,-3
196999,6,270,-8
197009,8,269,-13
197018,15,265,-5
197028,12,266,-1
197039,9,271,0
197048,9,269,-3
197058,7,271,-12
197068,12,267,-12
197078,12,265,-11
197088,16,264,-3
197097,16,262,-12
197107,15,269,0
197117,13,268,-5
197127,7,271,2
197137,8,271,-4
197147,7,274,0
197156,10,270,-5
197167,4,278,-4
197176,7,272,-7
197186,5,274,-10
197196,8,269,-8
197206,9,270,-10
197216,11,266,-10
197226,13,267,-12
197235,13,266,-7
197245,15,269,2
197255,12,268,-5
197265,7,273,1
197275,10,271,-2
197284,11,270,-12
197295,10,268,-14
197305,9,264,-13
197314,14,263,-10
197324,12,263,-6
197335,9,269,1
197344,14,268,-2
197354,9,273,1
197363,10,271,1
197373,7,271,-1
197384,7,271,-6
197393,9,273,-9
197441,8,266,-5
197442,4,271,-6
197452,12,275,1
197463,10,271,-1
197472,12,270,4
